month,top_priority_ids_json,top_anomalies_json,strongest_signal_ids_json,benchmark_summary_json,health_summary_json
2019-03-01,"[{""priority_id"": ""2019-03-01_ecommerce_cart_value"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2019-03-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}, {""priority_id"": ""2019-03-01_ecommerce_conversion_rate"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8064}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.7722}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.036, ""deviation_from_seasonal_baseline"": -0.6962}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.024, ""deviation_from_seasonal_baseline"": -0.6962}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 404802.8349, ""worst_gap_to_peer_median"": -12799.0735}","{""metric_count"": 59, ""good_count"": 23, ""review_count"": 27, ""stable_count"": 9, ""avg_abs_deviation"": 0.2405}"
2019-04-01,"[{""priority_id"": ""2019-04-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8548}, {""priority_id"": ""2019-04-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}, {""priority_id"": ""2019-04-01_main_website_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.7733}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.8286}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""net_sales"", ""metric_value"": 386481.6166, ""deviation_from_seasonal_baseline"": -0.5307}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""purchases"", ""metric_value"": 4929.0906, ""deviation_from_seasonal_baseline"": -0.4694}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 260737.9376, ""worst_gap_to_peer_median"": -437.0992}","{""metric_count"": 59, ""good_count"": 14, ""review_count"": 36, ""stable_count"": 9, ""avg_abs_deviation"": 0.2488}"
2019-05-01,"[{""priority_id"": ""2019-05-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 1.0}, {""priority_id"": ""2019-05-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8153}, {""priority_id"": ""2019-05-01_ecommerce_net_sales"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""deeplink_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.5556}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""visits"", ""metric_value"": 285382.1527, ""deviation_from_seasonal_baseline"": -0.4643}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""app_downloads"", ""metric_value"": 45100.0596, ""deviation_from_seasonal_baseline"": -0.3808}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 308074.0839, ""worst_gap_to_peer_median"": -1.6402}","{""metric_count"": 59, ""good_count"": 16, ""review_count"": 33, ""stable_count"": 10, ""avg_abs_deviation"": 0.1962}"
2019-06-01,"[{""priority_id"": ""2019-06-01_fan_app_heavy_users"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Fan App"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8503}, {""priority_id"": ""2019-06-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}, {""priority_id"": ""2019-06-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.05, ""deviation_from_seasonal_baseline"": -0.8077}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""search_organic_purchases"", ""metric_value"": 0.16, ""deviation_from_seasonal_baseline"": -0.6458}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.06, ""deviation_from_seasonal_baseline"": -0.4331}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 648459.178, ""worst_gap_to_peer_median"": -1.7932}","{""metric_count"": 59, ""good_count"": 30, ""review_count"": 20, ""stable_count"": 9, ""avg_abs_deviation"": 0.4977}"
2019-07-01,"[{""priority_id"": ""2019-07-01_ecommerce_cart_value"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2019-07-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}, {""priority_id"": ""2019-07-01_ecommerce_conversion_rate"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8238}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.012, ""deviation_from_seasonal_baseline"": -0.8846}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.008, ""deviation_from_seasonal_baseline"": -0.8846}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""matchday_visits"", ""metric_value"": 38781.1392, ""deviation_from_seasonal_baseline"": -0.8689}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 588087.4831, ""worst_gap_to_peer_median"": -14499.1108}","{""metric_count"": 59, ""good_count"": 34, ""review_count"": 15, ""stable_count"": 10, ""avg_abs_deviation"": 0.3737}"
2019-08-01,"[{""priority_id"": ""2019-08-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9333}, {""priority_id"": ""2019-08-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.7927}, {""priority_id"": ""2019-08-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.7838}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.12, ""deviation_from_seasonal_baseline"": -0.5355}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.4286}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""social_organic_plays"", ""metric_value"": 0.36, ""deviation_from_seasonal_baseline"": -0.3846}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 362902.7749, ""worst_gap_to_peer_median"": -3.6695}","{""metric_count"": 59, ""good_count"": 28, ""review_count"": 20, ""stable_count"": 11, ""avg_abs_deviation"": 0.2208}"
2019-09-01,"[{""priority_id"": ""2019-09-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9214}, {""priority_id"": ""2019-09-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8652}, {""priority_id"": ""2019-09-01_ecommerce_checkout_rate"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.68}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8095}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6364}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""marketing_plays"", ""metric_value"": 0.05, ""deviation_from_seasonal_baseline"": -0.3617}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 341612.088, ""worst_gap_to_peer_median"": -2.7649}","{""metric_count"": 59, ""good_count"": 21, ""review_count"": 23, ""stable_count"": 15, ""avg_abs_deviation"": 0.1448}"
2019-10-01,"[{""priority_id"": ""2019-10-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9755}, {""priority_id"": ""2019-10-01_ecommerce_cart_value"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8309}, {""priority_id"": ""2019-10-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""other_channel_visits"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.7209}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""logged_users"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.6}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""deeplink_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.52}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 316905.6416, ""worst_gap_to_peer_median"": -3.0554}","{""metric_count"": 59, ""good_count"": 16, ""review_count"": 30, ""stable_count"": 13, ""avg_abs_deviation"": 0.2294}"
2019-11-01,"[{""priority_id"": ""2019-11-01_streaming_daily_users"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}, {""priority_id"": ""2019-11-01_streaming_subscriptions"", ""priority_rank"": 2, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}, {""priority_id"": ""2019-11-01_main_website_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.76}]","[{""anomaly_rank"": 1, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.024, ""deviation_from_seasonal_baseline"": -0.7624}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.016, ""deviation_from_seasonal_baseline"": -0.7624}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""video_plays"", ""metric_value"": 94937.938, ""deviation_from_seasonal_baseline"": -0.6812}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 247917.316, ""worst_gap_to_peer_median"": -2641.7311}","{""metric_count"": 59, ""good_count"": 17, ""review_count"": 26, ""stable_count"": 16, ""avg_abs_deviation"": 0.2178}"
2019-12-01,"[{""priority_id"": ""2019-12-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.9333}, {""priority_id"": ""2019-12-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2019-12-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""streaming"", ""metric_name"": ""video_plays"", ""metric_value"": 116272.8605, ""deviation_from_seasonal_baseline"": -0.6087}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""daily_users"", ""metric_value"": 12966.2755, ""deviation_from_seasonal_baseline"": -0.5759}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""unique_visitors"", ""metric_value"": 349698.7896, ""deviation_from_seasonal_baseline"": -0.5244}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 276948.6212, ""worst_gap_to_peer_median"": -8546.4583}","{""metric_count"": 59, ""good_count"": 24, ""review_count"": 23, ""stable_count"": 12, ""avg_abs_deviation"": 0.2694}"
2020-01-01,"[{""priority_id"": ""2020-01-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.9333}, {""priority_id"": ""2020-01-01_streaming_subscriptions"", ""priority_rank"": 2, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}, {""priority_id"": ""2020-01-01_ecommerce_cart_value"", ""priority_rank"": 3, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7584}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8095}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.018, ""deviation_from_seasonal_baseline"": -0.7791}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.012, ""deviation_from_seasonal_baseline"": -0.7791}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 3, ""avg_gap_to_peer_median"": 386124.155, ""worst_gap_to_peer_median"": -3.1795}","{""metric_count"": 59, ""good_count"": 20, ""review_count"": 25, ""stable_count"": 14, ""avg_abs_deviation"": 0.2509}"
2020-02-01,"[{""priority_id"": ""2020-02-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 1.0}, {""priority_id"": ""2020-02-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}, {""priority_id"": ""2020-02-01_streaming_daily_users"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.7702}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.8065}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.8017}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""marketing_plays"", ""metric_value"": 0.02, ""deviation_from_seasonal_baseline"": -0.7391}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 325268.179, ""worst_gap_to_peer_median"": -21249.7468}","{""metric_count"": 59, ""good_count"": 20, ""review_count"": 26, ""stable_count"": 13, ""avg_abs_deviation"": 0.2438}"
2020-03-01,"[{""priority_id"": ""2020-03-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8665}, {""priority_id"": ""2020-03-01_ecommerce_net_sales"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8}, {""priority_id"": ""2020-03-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Resilience Concern in Streaming"", ""priority_category"": ""resilience concern"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""checkout_rate"", ""metric_value"": 0.0224, ""deviation_from_seasonal_baseline"": -0.716}, {""anomaly_rank"": 2, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.625}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""other_traffic_plays"", ""metric_value"": 0.06, ""deviation_from_seasonal_baseline"": -0.619}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 2, ""avg_gap_to_peer_median"": 294174.5962, ""worst_gap_to_peer_median"": -0.4734}","{""metric_count"": 59, ""good_count"": 12, ""review_count"": 37, ""stable_count"": 10, ""avg_abs_deviation"": 0.2714}"
2020-04-01,"[{""priority_id"": ""2020-04-01_fan_app_recurrence"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Fan App"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2020-04-01_ecommerce_conversion_rate"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.8599}, {""priority_id"": ""2020-04-01_main_website_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.84}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""visits"", ""metric_value"": 148088.0803, ""deviation_from_seasonal_baseline"": -0.7241}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""page_views"", ""metric_value"": 6259127.8385, ""deviation_from_seasonal_baseline"": -0.6427}, {""anomaly_rank"": 3, ""asset_name"": ""fan_app"", ""metric_name"": ""matchday_visits"", ""metric_value"": 97738.133, ""deviation_from_seasonal_baseline"": -0.6362}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 133385.3116, ""worst_gap_to_peer_median"": -2.0041}","{""metric_count"": 59, ""good_count"": 16, ""review_count"": 38, ""stable_count"": 5, ""avg_abs_deviation"": 0.3074}"
2020-05-01,"[{""priority_id"": ""2020-05-01_ecommerce_conversion_rate"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.96}, {""priority_id"": ""2020-05-01_main_website_unique_visitors"", ""priority_rank"": 2, ""priority_title"": ""Growth Risk in Main Website"", ""priority_category"": ""growth risk"", ""priority_score"": 0.84}, {""priority_id"": ""2020-05-01_streaming_daily_users"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.84}]","[{""anomaly_rank"": 1, ""asset_name"": ""ecommerce"", ""metric_name"": ""social_organic_purchases"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.7447}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 26028.4998, ""deviation_from_seasonal_baseline"": -0.6769}, {""anomaly_rank"": 3, ""asset_name"": ""streaming"", ""metric_name"": ""video_plays"", ""metric_value"": 87946.5856, ""deviation_from_seasonal_baseline"": -0.6521}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 91764.492, ""worst_gap_to_peer_median"": -1050.533}","{""metric_count"": 59, ""good_count"": 12, ""review_count"": 38, ""stable_count"": 9, ""avg_abs_deviation"": 0.3271}"
2020-06-01,"[{""priority_id"": ""2020-06-01_ecommerce_cart_value"", ""priority_rank"": 1, ""priority_title"": ""Benchmark Underperformance in Ecommerce"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.8133}, {""priority_id"": ""2020-06-01_ecommerce_conversion_rate"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.7976}, {""priority_id"": ""2020-06-01_ecommerce_net_sales"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Ecommerce"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.7026}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.04, ""deviation_from_seasonal_baseline"": -0.831}, {""anomaly_rank"": 2, ""asset_name"": ""main_website"", ""metric_name"": ""other_channels_visits"", ""metric_value"": 0.016, ""deviation_from_seasonal_baseline"": -0.6596}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.024, ""deviation_from_seasonal_baseline"": -0.6596}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 5, ""avg_gap_to_peer_median"": 147626.3036, ""worst_gap_to_peer_median"": -322099.4788}","{""metric_count"": 59, ""good_count"": 23, ""review_count"": 24, ""stable_count"": 12, ""avg_abs_deviation"": 0.195}"
2020-07-01,"[{""priority_id"": ""2020-07-01_ecommerce_unique_visitors"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-07-01_ecommerce_visits"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-07-01_streaming_video_play_rate"", ""priority_rank"": 3, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""matchday_visits"", ""metric_value"": 48079.4206, ""deviation_from_seasonal_baseline"": -0.821}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""app_push_visits"", ""metric_value"": 0.07, ""deviation_from_seasonal_baseline"": -0.7073}, {""anomaly_rank"": 3, ""asset_name"": ""main_website"", ""metric_name"": ""marketing_visits"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.5833}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 158192.7522, ""worst_gap_to_peer_median"": -153941.613}","{""metric_count"": 59, ""good_count"": 19, ""review_count"": 27, ""stable_count"": 13, ""avg_abs_deviation"": 0.2435}"
2020-08-01,"[{""priority_id"": ""2020-08-01_ecommerce_unique_visitors"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-08-01_ecommerce_visits"", ""priority_rank"": 2, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.84}, {""priority_id"": ""2020-08-01_streaming_subscriptions"", ""priority_rank"": 3, ""priority_title"": ""Engagement Opportunity in Streaming"", ""priority_category"": ""engagement opportunity"", ""priority_score"": 0.8}]","[{""anomaly_rank"": 1, ""asset_name"": ""fan_app"", ""metric_name"": ""matchday_visits"", ""metric_value"": 115947.7132, ""deviation_from_seasonal_baseline"": -0.5569}, {""anomaly_rank"": 2, ""asset_name"": ""fan_app"", ""metric_name"": ""deeplink_visits"", ""metric_value"": 0.01, ""deviation_from_seasonal_baseline"": -0.5556}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""search_organic_purchases"", ""metric_value"": 0.21, ""deviation_from_seasonal_baseline"": -0.494}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 4, ""avg_gap_to_peer_median"": 153805.9487, ""worst_gap_to_peer_median"": -248080.036}","{""metric_count"": 59, ""good_count"": 29, ""review_count"": 25, ""stable_count"": 5, ""avg_abs_deviation"": 0.2288}"
2020-09-01,"[{""priority_id"": ""2020-09-01_ecommerce_visits"", ""priority_rank"": 1, ""priority_title"": ""Conversion Weakness in Ecommerce"", ""priority_category"": ""conversion weakness"", ""priority_score"": 0.88}, {""priority_id"": ""2020-09-01_streaming_daily_users"", ""priority_rank"": 2, ""priority_title"": ""Benchmark Underperformance in Streaming"", ""priority_category"": ""benchmark underperformance"", ""priority_score"": 0.88}, {""priority_id"": ""2020-09-01_streaming_unique_visitors"", ""priority_rank"": 3, ""priority_title"": ""Growth Risk in Streaming"", ""priority_category"": ""growth risk"", ""priority_score"": 0.88}]","[{""anomaly_rank"": 1, ""asset_name"": ""streaming"", ""metric_name"": ""streamers"", ""metric_value"": 20093.9293, ""deviation_from_seasonal_baseline"": -0.6107}, {""anomaly_rank"": 2, ""asset_name"": ""streaming"", ""metric_name"": ""subscriptions"", ""metric_value"": 5827.2395, ""deviation_from_seasonal_baseline"": -0.6104}, {""anomaly_rank"": 3, ""asset_name"": ""ecommerce"", ""metric_name"": ""other_channels_purchases"", ""metric_value"": 0.03, ""deviation_from_seasonal_baseline"": -0.6087}]",[],"{""benchmarked_metric_count"": 19, ""benchmark_underperformance_count"": 7, ""avg_gap_to_peer_median"": 191254.7813, ""worst_gap_to_peer_median"": -124477.7211}","{""metric_count"": 59, ""good_count"": 20, ""review_count"": 29, ""stable_count"": 10, ""avg_abs_deviation"": 0.234}"
